# Generated by src/org/elixir_lang/annotator/unicode_security/generate.exs from https://github.com/elixir-lang/elixir/tree/7b20c281d521aa7aa2ad2baa1e9ae6c579d79d0c/lib/elixir/unicode
# for Elixir 1.18.4. Do not edit.
#
#     <first code point>\t<last code point>\t<u upper, s start, c continue>\t<script set: indexes into scripts, or * for all>
scripts	Latin	Arabic	Armenian	Avestan	Bengali	Bopomofo	Carian	Caucasian_Albanian	Chakma	Cherokee	Coptic	Cyrillic	Devanagari	Dogra	Duployan	Elbasan	Ethiopic	Georgian	Glagolitic	Gothic	Grantha	Greek	Gujarati	Gunjala_Gondi	Gurmukhi	Han	Han with Bopomofo	Hangul	Hebrew	Hiragana	Japanese	Kaithi	Kannada	Katakana	Khmer	Khojki	Korean	Lao	Lisu	Lydian	Mahajani	Malayalam	Multani	Myanmar	Nandinagari	Old_Permic	Oriya	Osage	Shavian	Sinhala	Sunuwar	Syloti_Nagri	Syriac	Tai_Le	Tamil	Telugu	Thaana	Thai	Tibetan	Tifinagh	Todhri	Toto	Tulu_Tigalari	Yezidi	Yi
E50	E59	c	57
E81	E82	s	37
E84	E84	s	37
E86	E8A	s	37
E8C	EA3	s	37
EA5	EA5	s	37
EA7	EB0	s	37
EB1	EB1	c	37
EB2	EB2	s	37
EB4	EBC	c	37
EBD	EBD	s	37
EC0	EC4	s	37
EC6	EC6	s	37
EC8	ECE	c	37
ED0	ED9	c	37
EDE	EDF	s	37
F00	F00	s	58
F20	F29	c	58
F35	F35	c	58
F37	F37	c	58
F3E	F3F	c	58
F40	F42	s	58
F44	F47	s	58
F49	F4C	s	58
F4E	F51	s	58
F53	F56	s	58
F58	F5B	s	58
F5D	F68	s	58
F6A	F6C	s	58
F71	F72	c	58
F74	F74	c	58
F7A	F80	c	58
F82	F84	c	58
F86	F87	c	58
F88	F8C	s	58
F8D	F92	c	58
F94	F97	c	58
F99	F9C	c	58
F9E	FA1	c	58
FA3	FA6	c	58
FA8	FAB	c	58
FAD	FB8	c	58
FBA	FBC	c	58
FC6	FC6	c	58
1000	102A	s	43
102B	103E	c	43
103F	103F	s	43
1040	1049	c	8,43,53
1050	1055	s	43
1056	1059	c	43
105A	105D	s	43
105E	1060	c	43
1061	1061	s	43
1062	1064	c	43
1065	1066	s	43
1067	106D	c	43
106E	1070	s	43
1071	1074	c	43
1075	1081	s	43
1082	108D	c	43
108E	108E	s	43
108F	109D	c	43
10C7	10C7	u	17
10CD	10CD	u	17
10D0	10F0	s	17
10F7	10FA	s	17
10FD	10FF	s	17
1200	1248	s	16
124A	124D	s	16
1250	1256	s	16
1258	1258	s	16
125A	125D	s	16
1260	1288	s	16
128A	128D	s	16
1290	12B0	s	16
12B2	12B5	s	16
12B8	12BE	s	16
12C0	12C0	s	16
12C2	12C5	s	16
12C8	12D6	s	16
12D8	1310	s	16
1312	1315	s	16
1318	135A	s	16
135D	135F	c	16
1380	138F	s	16
1780	17A2	s	34
17A5	17A7	s	34
17A9	17B3	s	34
17B6	17CD	c	34
17D0	17D0	c	34
17D2	17D2	c	34
17D7	17D7	s	34
17DC	17DC	s	34
17E0	17E9	c	34
1C90	1CBA	u	17
1CBD	1CBF	u	17
1E00	1E00	u	0
1E01	1E01	s	0
1E02	1E02	u	0
1E03	1E03	s	0
1E04	1E04	u	0
1E05	1E05	s	0
1E06	1E06	u	0
1E07	1E07	s	0
1E08	1E08	u	0
1E09	1E09	s	0
1E0A	1E0A	u	0
1E0B	1E0B	s	0
1E0C	1E0C	u	0
1E0D	1E0D	s	0
1E0E	1E0E	u	0
1E0F	1E0F	s	0
1E10	1E10	u	0
1E11	1E11	s	0
1E12	1E12	u	0
1E13	1E13	s	0
1E14	1E14	u	0
1E15	1E15	s	0
1E16	1E16	u	0
1E17	1E17	s	0
1E18	1E18	u	0
1E19	1E19	s	0
1E1A	1E1A	u	0
1E1B	1E1B	s	0
1E1C	1E1C	u	0
1E1D	1E1D	s	0
1E1E	1E1E	u	0
1E1F	1E1F	s	0
1E20	1E20	u	0
1E21	1E21	s	0
1E22	1E22	u	0
1E23	1E23	s	0
1E24	1E24	u	0
1E25	1E25	s	0
1E26	1E26	u	0
1E27	1E27	s	0
1E28	1E28	u	0
1E29	1E29	s	0
1E2A	1E2A	u	0
1E2B	1E2B	s	0
1E2C	1E2C	u	0
1E2D	1E2D	s	0
1E2E	1E2E	u	0
1E2F	1E2F	s	0
1E30	1E30	u	0
1E31	1E31	s	0
1E32	1E32	u	0
1E33	1E33	s	0
1E34	1E34	u	0
1E35	1E35	s	0
1E36	1E36	u	0
1E37	1E37	s	0
1E38	1E38	u	0
1E39	1E39	s	0
1E3A	1E3A	u	0
1E3B	1E3B	s	0
1E3C	1E3C	u	0
1E3D	1E3D	s	0
1E3E	1E3E	u	0
1E3F	1E3F	s	0
1E40	1E40	u	0
1E41	1E41	s	0
1E42	1E42	u	0
1E43	1E43	s	0
1E44	1E44	u	0
1E45	1E45	s	0
1E46	1E46	u	0
1E47	1E47	s	0
1E48	1E48	u	0
1E49	1E49	s	0
1E4A	1E4A	u	0
1E4B	1E4B	s	0
1E4C	1E4C	u	0
1E4D	1E4D	s	0
1E4E	1E4E	u	0
1E4F	1E4F	s	0
1E50	1E50	u	0
1E51	1E51	s	0
1E52	1E52	u	0
1E53	1E53	s	0
1E54	1E54	u	0
1E55	1E55	s	0
1E56	1E56	u	0
1E57	1E57	s	0
1E58	1E58	u	0
1E59	1E59	s	0
1E5A	1E5A	u	0
1E5B	1E5B	s	0
1E5C	1E5C	u	0
1E5D	1E5D	s	0
1E5E	1E5E	u	0
1E5F	1E5F	s	0
1E60	1E60	u	0
1E61	1E61	s	0
1E62	1E62	u	0
1E63	1E63	s	0
1E64	1E64	u	0
1E65	1E65	s	0
1E66	1E66	u	0
1E67	1E67	s	0
1E68	1E68	u	0
1E69	1E69	s	0
1E6A	1E6A	u	0
1E6B	1E6B	s	0
1E6C	1E6C	u	0
1E6D	1E6D	s	0
1E6E	1E6E	u	0
1E6F	1E6F	s	0
1E70	1E70	u	0
1E71	1E71	s	0
1E72	1E72	u	0
1E73	1E73	s	0
1E74	1E74	u	0
1E75	1E75	s	0
1E76	1E76	u	0
1E77	1E77	s	0
1E78	1E78	u	0
1E79	1E79	s	0
1E7A	1E7A	u	0
1E7B	1E7B	s	0
1E7C	1E7C	u	0
1E7D	1E7D	s	0
1E7E	1E7E	u	0
1E7F	1E7F	s	0
1E80	1E80	u	0
1E81	1E81	s	0
1E82	1E82	u	0
1E83	1E83	s	0
1E84	1E84	u	0
1E85	1E85	s	0
1E86	1E86	u	0
1E87	1E87	s	0
1E88	1E88	u	0
1E89	1E89	s	0
1E8A	1E8A	u	0
1E8B	1E8B	s	0
1E8C	1E8C	u	0
1E8D	1E8D	s	0
1E8E	1E8E	u	0
1E8F	1E8F	s	0
1E90	1E90	u	0
1E91	1E91	s	0
1E92	1E92	u	0
1E93	1E93	s	0
1E94	1E94	u	0
1E95	1E99	s	0
1E9E	1E9E	u	0
1EA0	1EA0	u	0
1EA1	1EA1	s	0
1EA2	1EA2	u	0
1EA3	1EA3	s	0
1EA4	1EA4	u	0
1EA5	1EA5	s	0
1EA6	1EA6	u	0
1EA7	1EA7	s	0
1EA8	1EA8	u	0
1EA9	1EA9	s	0
1EAA	1EAA	u	0
1EAB	1EAB	s	0
1EAC	1EAC	u	0
1EAD	1EAD	s	0
1EAE	1EAE	u	0
1EAF	1EAF	s	0
1EB0	1EB0	u	0
1EB1	1EB1	s	0
1EB2	1EB2	u	0
1EB3	1EB3	s	0
1EB4	1EB4	u	0
1EB5	1EB5	s	0
1EB6	1EB6	u	0
1EB7	1EB7	s	0
1EB8	1EB8	u	0
1EB9	1EB9	s	0
1EBA	1EBA	u	0
1EBB	1EBB	s	0
1EBC	1EBC	u	0
1EBD	1EBD	s	0
1EBE	1EBE	u	0
1EBF	1EBF	s	0
1EC0	1EC0	u	0
1EC1	1EC1	s	0
1EC2	1EC2	u	0
1EC3	1EC3	s	0
1EC4	1EC4	u	0
1EC5	1EC5	s	0
1EC6	1EC6	u	0
1EC7	1EC7	s	0
1EC8	1EC8	u	0
1EC9	1EC9	s	0
1ECA	1ECA	u	0
1ECB	1ECB	s	0
1ECC	1ECC	u	0
1ECD	1ECD	s	0
1ECE	1ECE	u	0
1ECF	1ECF	s	0
1ED0	1ED0	u	0
1ED1	1ED1	s	0
1ED2	1ED2	u	0
1ED3	1ED3	s	0
1ED4	1ED4	u	0
1ED5	1ED5	s	0
1ED6	1ED6	u	0
1ED7	1ED7	s	0
1ED8	1ED8	u	0
1ED9	1ED9	s	0
1EDA	1EDA	u	0
1EDB	1EDB	s	0
1EDC	1EDC	u	0
1EDD	1EDD	s	0
1EDE	1EDE	u	0
1EDF	1EDF	s	0
1EE0	1EE0	u	0
1EE1	1EE1	s	0
1EE2	1EE2	u	0
1EE3	1EE3	s	0
1EE4	1EE4	u	0
1EE5	1EE5	s	0
1EE6	1EE6	u	0
1EE7	1EE7	s	0
1EE8	1EE8	u	0
1EE9	1EE9	s	0
1EEA	1EEA	u	0
1EEB	1EEB	s	0
1EEC	1EEC	u	0
1EED	1EED	s	0
1EEE	1EEE	u	0
1EEF	1EEF	s	0
1EF0	1EF0	u	0
1EF1	1EF1	s	0
1EF2	1EF2	u	0
1EF3	1EF3	s	0
1EF4	1EF4	u	0
1EF5	1EF5	s	0
1EF6	1EF6	u	0
1EF7	1EF7	s	0
1EF8	1EF8	u	0
1EF9	1EF9	s	0
1F00	1F07	s	21
1F08	1F0F	u	21
1F10	1F15	s	21
1F18	1F1D	u	21
1F20	1F27	s	21
1F28	1F2F	u	21
1F30	1F37	s	21
1F38	1F3F	u	21
1F40	1F45	s	21
1F48	1F4D	u	21
1F50	1F57	s	21
1F59	1F59	u	21
1F5B	1F5B	u	21
1F5D	1F5D	u	21
1F5F	1F5F	u	21
1F60	1F67	s	21
1F68	1F6F	u	21
1F70	1F70	s	21
1F72	1F72	s	21
1F74	1F74	s	21
1F76	1F76	s	21
1F78	1F78	s	21
1F7A	1F7A	s	21
1F7C	1F7C	s	21
1F80	1F87	s	21
1F88	1F8F	u	21
1F90	1F97	s	21
1F98	1F9F	u	21
1FA0	1FA7	s	21
1FA8	1FAF	u	21
1FB0	1FB4	s	21
1FB6	1FB7	s	21
1FB8	1FBA	u	21
1FBC	1FBC	u	21
1FC2	1FC4	s	21
1FC6	1FC7	s	21
1FC8	1FC8	u	21
1FCA	1FCA	u	21
1FCC	1FCC	u	21
1FD0	1FD2	s	21
1FD6	1FD7	s	21
1FD8	1FDA	u	21
1FE0	1FE2	s	21
1FE4	1FE7	s	21
1FE8	1FEA	u	21
1FEC	1FEC	u	21
1FF2	1FF4	s	21
1FF6	1FF7	s	21
1FF8	1FF8	u	21
1FFA	1FFA	u	21
1FFC	1FFC	u	21
2D27	2D27	s	17
2D2D	2D2D	s	17
2D80	2D96	s	16
2DA0	2DA6	s	16
2DA8	2DAE	s	16
2DB0	2DB6	s	16
2DB8	2DBE	s	16
2DC0	2DC6	s	16
2DC8	2DCE	s	16
2DD0	2DD6	s	16
2DD8	2DDE	s	16
3005	3007	s	25,26,30,36
3041	3096	s	29,30
3099	309A	c	29,30,33
309D	309E	s	29,30
30A1	30FA	s	30,33
30FB	30FB	c	5,25,26,27,29,30,33,36,64
30FC	30FC	s	29,30,33
30FD	30FE	s	30,33
3105	312D	s	5,26
312F	312F	s	5,26
31A0	31BF	s	5,26
3400	4DBF	s	25,26,30,36
4E00	9FFF	s	25,26,30,36
A67F	A67F	s	11
A717	A71F	s	*
A788	A788	s	*
A78D	A78D	u	0
A792	A792	u	0
A793	A793	s	0
A7AA	A7AA	u	0
A7C0	A7C0	u	0
